channel_id,channel_name,description,published_at,country,view_count,subscriber_count,video_count,load_ts
UC6x41swVZP3rEmy-ODxLMFA,ข่าวช่อง8,"ข่าวช่อง 8 ที่นี่ของจริง
นำเสนอข่าวสดใหม่ตลอดทั้งวัน ทันทุกเหตุการณ์ในทุกความเคลื่อนไหว

สนใจลงโฆษณาติดต่อ Email : onlinenewsch8@rs.co.th

- คุยข่าวเช้า 
เล่าง่าย เข้าใจง่าย อัพเดตข่าวเด่น เปิดประเด็นข่าวใหม่ คุยสดทุกเช้า เวลาข่าวของทุกคน 
ทุกวันจันทร์ - อาทิตย์ เวลา 05.40 - 08.30 น

- ข่าวใหญ่
เล่าเรื่องเด่น เล่นเรื่องใหญ่ กับ ""ข่าวใหญ่ช่อง8"" 
ทุกวันจันทร์ - อาทิตย์ เวลา 10.30 - 12.30 น.

- ข่าวมันส์เขี้ยว (เฉพาะในออนไลน์เท่านั้น)
ทุกวันจันทร์ - ศุกร์ เวลา 15.00 - 16.00 น.

- ลุยชนข่าว
คนข่าวตัวจริง ลุยสถานการณ์จริง แสวงหาความจริง กับ ""ลุยชนข่าว"" 
ทุกวันจันทร์ - ศุกร์ เวลา 19.00 - 22.15 น.
ทุกวันเสาร์ - อาทิตย์ เวลา 20.10 - 22.15 น.

- สดสด จากภาคสนาม
เกาะติดรายงานสดสถานการณ์ข่าวด่วน รวดเร็ว ฉับไว ก่อนใคร

#ข่าวช่อง8 #ข่าวออนไลน์ช่อง8 #ข่าวช่อง8ที่นี่ของจริง 
-----------------------
บริษัท อาร์.เอส. มัลติมีเดีย จำกัด 
บริษัทในเครือ อาร์.เอส. จำกัด (มหาชน) หรือ อาร์เอส กรุ๊ป
",2014-05-30 06:15:03,TH,5741405326,11000000,72114,2025-12-27 07:24:28.39137
UC6efxCrD1vdbNBKzSNADn8Q,Fact Rahul,"✨ Jai Shree Ram🌟

🎥Welcome to another exciting gaming challenge short from Fouria Ara the channel where fun meets competition!

In this video, participants face off in a quick but intense challenge where only one can take home the winning prize. From unexpected twists to fun reactions, you'll see how everyone gives their best to win but not everyone succeeds!

Stay tuned for more creative and thrilling content as we bring games, laughter, and surprises to your screen.

 ⚠️ Disclaimer ⚠️

This content is made for entertainment and educational purposes only.

It falls under Section 107 of the Copyright Act 1976

Fair Use A🎬

All materials and sounds belong to their respective copyright holders. No copyright infringement intended.

#Gaming Shorts

#PrizeChallenge #FunGame

",2025-07-31 12:46:02.896524,,65652711,574000,79,2025-12-27 07:24:28.391382
UC7FqAngGRGn_POJWXVB6LUQ,好奇心のボール,"このチャンネルでは、兵士、軍隊、様々なチャレンジ、教育活動など、世界中の興味深い出来事をシェアすることに重点を置いています。ぜひチャンネル登録をお忘れなく！
",2025-05-29 02:14:39.14437,JP,78769350,17300,126,2025-12-27 07:24:28.391394
UC71mnTC3ajcWUCvmm8U9MNg,Unfiltered Talks,"Welcome to Unfiltered Talks – A Malayalam channel that speaks boldly, laughs freely, and questions everything.

Run by husband-and-wife duo Sithara and Samad, this channel explores a wide range of topics — from current affairs and political debates to cultural commentary, social trends, daily experiences, and more. No script, no filters — just real conversations with a satirical twist.

Expect a mix of sharp insights, unfiltered opinions, witty banter, and moments that make you pause, laugh, and reflect. Whether you're a Malayali in Kerala or part of the global diaspora, Unfiltered Talks is your space for raw, relatable, and thought-provoking content.


",2024-07-31 18:22:58.149118,IN,6783684,5070,68,2025-12-27 07:24:28.391406
UC6gJYEwSF-PaIbAZoRf_1rQ,VRP_IN_REKALA,"🔸⚡முருகப்பெருமாள் வரதராஜபுரம்🚩
Welcome to our channel! 🌾 Here, we celebrate the beauty of our culture, traditional village festivals, and the cherished Rekala bulls. Our content is dedicated to sharing the history, significance, and celebration of Rekala culture through vibrant festivals and events.

We also dive into how we raise strong, healthy Rekala bulls—exploring the traditions and practices that help us grow these majestic animals with pride.

Thank you for your support! Don't forget to subscribe to stay updated on the latest festivals, cultural insights, and Rekala stories. Together, let's keep our traditions alive and thriving!
",2025-02-08 06:25:48.219406,,2658289,3360,410,2025-12-27 07:24:28.39143
UC6WUFNVBMkiCaSj3JFnqP4g,Usman FC Gamer,Usman,2024-10-21 02:07:17.324346,IN,297664,371,195,2025-12-27 07:24:28.391442
UC6NFFT5qOAvgO_NQomkRvSw,Mobzilla,"Mobzilla to testy najciekawszych smartfonów i mobilnych sprzętów na rynku. W kolejnych odcinkach Paweł Warzecha prześwietla najnowsze pozycje z cenników operatorów i ocenia, czy warto je kupić. W Mobzilli usłyszysz tylko szczere opinie - bez niezrozumiałych terminów, zbyt szczegółowych specyfikacji, bez lukrowania i słodzenia. 

Recenzje Pawła można oglądać od sierpnia 2010 roku. Co oznacza, że Paweł jest już stary. ",2013-03-22 10:21:51,,181020957,433000,1044,2025-12-27 07:24:28.391456
UC7108gLyg2hCacGQtH3UqZQ,Stillworse,"I""m here to share my passion .
20 years old but brain of gold .
",2023-08-04 13:05:12.925146,EG,1321956961,1120000,259,2025-12-27 07:24:28.391467
UC7OEuA_HS0_pX4GQFhnSnrw,Nilmoni Info Zone,"Hallo Friend I'm Nilmoni

Welcome to my channel "" Nilmoni Info Zone""",2025-09-19 10:25:33.475051,IN,35050445,20900,135,2025-12-27 07:24:28.391479
UC7_ygGVj4fJlb857Rie8ddQ,Abik edits,"",2024-10-12 12:42:55.319973,US,21114,47,23,2025-12-27 07:24:28.391489
UC_7FnHXIY1teScyG-4q2YPg,Công Nghệ Vô Cực,"Kênh cập nhật tin tức Công nghệ nhanh nhất Việt Nam
",2025-10-04 02:38:54.50656,,2232160,1920,239,2025-12-27 07:24:28.391501
UC7skCV2_5lmzY4wDVO5aT6g,phonk_music,"JAY SHREE RAM 🚩
.
.
.",2024-11-30 04:42:59.164966,IN,225706034,367000,2735,2025-12-27 07:24:28.391513
UC7JgWHhypHYKVA2jxSlDjtg,"Jonathan "" Kamerlen "" Smith","Официальный канал KAMERLEN на YouTube
Продюсер | Исполнитель | Независимый звук
LIVE ENERGY · BASS THERAPY
Каждый дроп — новая ясность",2014-02-20 14:19:43,,727420,13400,31,2025-12-27 07:24:28.391525
UC71IWd0h5DDqcwfXPcBTU3Q,Top खबर,"",2025-11-21 08:46:23.277133,,1131311,15700,18,2025-12-27 07:24:28.391537
UC89ETTf5GGQExwB9C4_8fzQ,just enjoy 🫶,"",2019-12-14 23:43:05.417932,,20360345,16400,124,2025-12-27 07:24:28.391548
UC87GHhS3ZD6Lp12-ynIitAA,ultimate hashira,"Demon Slayer, Jujutsu Kaisen, Attack on Titan, Vinland Saga, and Solo Levelling content! ",2016-08-13 04:22:15,,33538058,23400,567,2025-12-27 07:24:28.391559
UC7r2Z3UijlWePXXYAHxvpBg,Tana Zana,"This disclaimer applies to all AI-generated videos on this channel, aiming to clarify content attributes and avoid misunderstandings!
This channel is dedicated to creating meaningful and educational content with emotion and care.Through creative edits and heartfelt messages, raw clips are transformed into stories that highlight the importance of compassion for all living beings.

Fair Use Disclaimer:

All clips, images, and sounds belong to their respective owners.I do not claim ownership of any third-party material used here.
My edits, commentary, and emotions add new meaning and value, making this content transformative under Fair Use (Section 107, 17 U.S.C. §107).

",2023-11-30 12:52:59.546221,US,37792831,78700,13,2025-12-27 07:24:28.391571
UC80lhWXFwLS5tXXmpfcvJ_A,🎼БЕК ИСАБЕКОВ 🎼,"Каналга катталабыз 
Подпишитесь на канал!!!",2023-05-01 04:17:18.758967,US,6971742,7140,66,2025-12-27 07:24:28.391583
UC6oCm7vVIQeODXsoPx4JOpA,มังกรทองchanall,"",2025-04-26 02:21:01.494691,,52915705,37200,2012,2025-12-27 07:24:28.391613
UC7GEpSMHDUf9kCFoXuaeFzw,YORUBA CINEMA PLUS,"Watch your Latest Yoruba Movies


",2014-09-15 11:14:52,NG,17898668,235000,533,2025-12-27 07:24:28.391626
UC6MMUVbZjmIOv9CfEu3SSLw,Shekhar Film Sets,"🎬 Welcome to our movie world!
We show movie sets, properties, behind-the-scenes moments, and honest movie reviews.
If you love cinema and what happens behind the camera, this channel is for you!",2025-12-16 11:20:37.183192,,908128,612,5,2025-12-27 07:24:28.391639
UC730W2Tw77OQ8dOOCKWXaPQ,ABP Nadu,"ABP Nadu is the first ever digital only news platform in Tamil founded by ABP Network with over 1 Million subscribers bringing you timely breaking news, entertainment updates, uncovering political and social issues from across the state, nation and the world. The mainstream Tamil digital news platform with an enthusiastic team works 24*7 to deliver hard news, explainers, interviews and debates at a swift phase for its steadfast viewers.

The pioneering channel launched during Tamil Nadu Assembly Elections 2021 has an adept team working as gate-keepers to cater to various sections of the society with sensitivity and sensibility.

ABP Nadu with the founding principles of integrity, due impartiality, neutrality and independence is best known for its fair and balanced approach while reporting news stories and providing in-depth analysis. 

For latest news and updates subscribe to ABP NADU

https://tamil.abplive.com/
https://twitter.com/abpnadu
https://www.facebook.com/abpnadu
",2021-01-24 07:03:51.310402,IN,2165677222,1970000,58638,2025-12-27 07:24:28.391649
UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,"Watch PBS News for daily, breaking and live news, plus special coverage. We are home to PBS News Hour, ranked the most credible and objective TV news show.
",2009-11-30 16:50:12,US,2916271509,5080000,57714,2025-12-27 07:24:28.391661
UC7MnoirJgkL_z7hp0_YJnAA,Anime Traveler,"📺 All the videos produced by this channel are original content. Although copyrighted pictures and music are used, these are within the scope permitted by YouTube's policies, allowing for their publication.
💡 Every video on the channel is an individual creation and by no means mass - produced in a templated way. Therefore, the content of this channel is protected by copyright law. Any unauthorized copying, reposting, or modification is illegal ⚖️.
📜 We will fully pursue the liability for every act of infringement and seek the maximum amount of compensation through legal channels. Regardless of the background of the infringer, we will not settle in any way.
🚫 If you find that the content of this channel is used without authorization, please contact us immediately 📧. We will handle it as soon as possible to protect our copyright interests.
",2024-05-21 09:44:07.406001,US,83559396,99700,914,2025-12-27 07:24:28.391673
UC68vgbv_3eQXAkrQ6cHq_CA,野球情報ストリーム,"このチャンネルでは野球選手に関する様々な情報を毎日投稿していきます✨

プロ野球からMLBまで幅広くご紹介していきますので、
野球が大好きな方はぜひチャンネル登録よろしくお願いします！⚾️
",2024-03-28 07:52:46.182507,JP,150221502,46200,352,2025-12-27 07:24:28.391684
UC9Hm4KAyMmJnCfuNq1mMH1g,Puja Sharma,"#Hello guys welcome to my youtube Channel 
this channel provide educational# entertainment#bhakti song#Goodnight #good morning #shorts#
🙏please subscribe to my channel 🙏 
🙏jayshree ram🙏
🙏Target - 50K My youtube family ...",2016-05-20 05:10:18,,997649,1510,607,2025-12-27 07:44:37.891595
UC6AG81pAkf6Lbi_1VC5NmPA,TBS NEWS DIG Powered by JNN,"TBS/JNNのニュースを配信する「TBS NEWS DIG Powered by JNN」公式YouTubeチャンネルです。緊急ニュースが発生した場合は「ライブ配信」で対応。テレビでは放送していないYouTubeオリジナルコンテンツも、盛りだくさんでお届けします。

The news script automatically converted to audio will be our original news and/or officially licensed news written by professional journalists. The final videos will be appropriately reviewed by professional human news editors before being  uploaded.",2009-09-15 05:16:57,JP,4487672317,3140000,78164,2025-12-27 07:24:28.391696
UC9Hdjo-GWHcuBSh1kQUy44Q,УТРК Жалал-Абад,"",2018-02-16 09:08:37,KZ,21413897,129000,12755,2025-12-27 07:44:37.891523
UC8ORPHcAjU6TsV72KmBliSw,•Farris Farris<•,"Hey Guys 💕
This is My Channel where I Make Anime Edits🥂
If You Love Anime Then You Can Subscribe Me and If You Don't then Change Your Taste😉
Hope You All Guys Keeps Supporting Me ❤️",2021-11-27 16:36:19.012439,,443703816,359000,549,2025-12-27 07:44:37.891644
UC8ce8VSrTqJLWVIM1y0T3SQ,ARMANISKALIEV,"World MMA спорт   Және спортшының өмірі мен жаттығулары . 🌍



ARMAN ISKALIEV  YouTube каналына жарнама бойынша : 8776 631 11 14 

Біздің мақсат :
2025 жылдың соңына дейін 10.000 көрермен жыйнау 

Жазылып комент , подписка жасағаныңызға үлкен рахмет 

https://www.youtube.com/@armannnfo
 
",2021-04-25 16:46:12.283521,KZ,7607397,4130,193,2025-12-27 07:44:37.891552
UCA2HSRVu1_iaZRWO5SRUQzw,An An Tv,"",2012-08-07 14:41:12,VN,43695941,14800,586,2025-12-27 07:44:37.891664
UCa4wn4pSawVrGyRkWzOE2VQ,KumarRavindra's15 Bollywood World,Pls Like And Subscribe💤💇‍♂️💥💫💢🙏 Sweet 60 💤💘💫💥🧘‍♂️70 Old is Gold 💘💯💢💥💫💤Kumar Ravindra's15 BollywoodWord💤💢💥💫🙎‍♂️,2022-06-02 19:43:00.441313,IN,1328908,1930,605,2025-12-27 07:44:37.891623
UCa3cJ-FceNKE-05tNr-a9wQ,CHRONIQUE DE MBAYE,"Chronique de Mbaye est une chaîne d’un jeune journaliste sportif qui se consacre au football et le sport en général.

Voix off, communication événementielle, reportage et présentation
Besoin de publicité contactez le : 78 513 79 32
E-mail : Mbayeanta940@gmail.com

Facebook : https://www.facebook.com/share/1AgogEfwtr/?mibextid=LQQJ4d",2017-07-13 16:42:57,SN,6974204,31200,545,2025-12-27 07:44:37.891562
UC90RW5ZmBBqp4r2QIQxfACA,Kanak News,"Kanak News is Odisha's leading 24x7 Odia News Channel  and current affairs TV channel from Eastern Media Limited. Odisha's largest media house that also publishes daily regional , National And international News .
#nuapadaresult #nuapadabyelection #nuapadaelection #nuapadanews #biharelection2025 #electionnews #biharnewstoday #nitishkumar #tejashwiyadav  #kanaknews  #OdiaNews #odishanews #oriyanews #breakingnews
Connect With Kanak News Live Other Digital  Platform 
Website :- http://kanaknews.com/
Instagram :- https://www.instagram.com/kanaknewsofficial/
LinkedIn :-  https://www.linkedin.com/company/kanak-news
Facebook :- http://www.facebook.com/KanakNews
App Kanak Live :- https://play.google.com/store/apps/details?id=com.kanak__news.app&hl=en
Twitter :-  http://twitter.com/kanak_news
Telegram :- https://t.me/kanaknewsofficial
WhatsApp:- https://whatsapp.com/channel/0029Va9qLIDAYlUKjL5iF90c

",2011-02-27 14:03:18,IN,7553651062,8740000,377430,2025-12-27 07:44:37.891579
UC9D1X1xyl-F-FDiJJ3l3pEg,𝐄𝐩𝐢𝐜 𝐕𝐢𝐝𝐞𝐨,"Don't forget to subscribe

 Hello Everyone, My Name Is Sunil 

I create transformative edits like sigma edits, aura edits, ☠️comparing edits and much more. for your entertaining 

business enquiry :-[ barulalsaini28@gmail.com ]

I am simply an editor striving to entertain viewers. 

Note: - 


All clips and music are used under fair use for entertainment and educational purposes only. - My videos are created for transformative purposes and do not intend to infringe on any copyright. - Edited and produced by me.

 Disclaimer ⚠️

 *Copyright Disclaimer under Section 107 of the Copyright Act 1976:* Allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use.

 Love You All So Much",2025-05-19 03:32:29.214949,IN,40455546,91000,114,2025-12-27 07:44:37.891587
UC9om3GJf4xVUlyWOpIm097Q,Anja,"Welcome to my channel! ❤ 🎬 🎬 I'm an avid fan of short videos and segments, dedicated to recommending the best short videos and segments. ❤ 🎬 ✨ Daily updates of selected funny short videos✨ 🎉 Subscribe to my channel and let's discover more surprises and fun together! 🎉",2018-01-29 14:25:27,US,69333722,76300,120,2025-12-27 07:44:37.891602
UC9Z3rR1cNHej-QKI7GH45oQ,전라도우회전(전우),"전라도개혁이 필요하다 
[크리스천투데이,채널A뉴스,TV조선,김진의 돌직구쇼, 고성국TV,그라운드C,펜앤드마이크TV ,매일신문,일요신문 구독부탁드립니다]

그 때에 사람이 너희에게 말하되 보라 그리스도가 여기 있다 혹 저기 있다 하여도 믿지 말라 거짓 그리스도들과 거짓 선지자들이 일어나 큰 표적과 기사를 보이어 할 수만 있으면 택하신 자들도 미혹하게 하리라 (마태복음 24:23-24)

===========================================
공산주의도 마귀가 만든 산물이요,자본주의도 마귀가 만든 산물이요
둘다 사람이 주체요.예수님이 주체가 아닙니다
좌에도 속지말고,우에도 속지마세요
공산주의는 인간을 신으로 경배하고 복음을 없애고,
자본주의는 모든 사람이 돈을 따라가고 
돈을 경배하게 만드는 구조입니다. 
둘다 적그리스도가 만든 여러모형중 하나입니다

아버지의(GOD)뜻은 우리 마음에 예수만 담는것입니다. 
믿는 사람의 나라는 이땅의 나라가 아니요, 새예루살렘뿐입니다(천국).  우리 정체성은 천국백성이요. 
우리 본향은 천국이요. 이땅의 나라들이 아닙니다 
지금 당장 오늘밤 하나님이 부르시면 육체의 옷이 벗겨지고,
가는것이 우리 인생들입니다 항상 부활을 준비하는것입니다.

",2023-06-27 23:56:14.390182,KR,832966198,515000,3599,2025-12-27 07:44:37.89161
UCA4y9g_GRdNrZLH_u5LLSdw,BanglaVision NEWS,"Welcome to BanglaVision News. We deliver the best in breaking news, live news, business news, sports news, Bangladeshi news, International News original journalism and segments from your favorite BanglaVision Shows. BanglaVision is the most popular Bengali language TV channel in Bangladesh that offers unbiased & comprehensive news and entertainment programs.

FIND US:
Website: https://www.banglavision.tv
News Portal: https://www.bvnews24.com

YOUTUBE CHANNELS:
youtube.com/banglavision
youtube.com/banglavisiondrama
youtube.com/banglavisionprogram
youtube.com/banglavisionentertainment
youtube.com/banglavisionnews
youtube.com/banglavisiontalkshow
youtube.com/thebvnews24
youtube.com/bvnorthamerica 

LIVE TV:
youtube.com/banglavisionlive24

OFFICIAL ADDRESS: 
Shamol Bangla Media Ltd. (BanglaVision TV)
Noor Tower, 110 Bir Uttam C. R. Dutta Road,
Dhaka-1205, Bangladesh.
Phone: 9632030-45.
",2017-01-18 07:42:51,BD,3894589079,9110000,67200,2025-12-27 07:44:37.891616
UC8NcXMG3A3f2aFQyGTpSNww,Channel i News,"Channel i is a privately owned Television network in Bangladesh. It is owned by the Impress Group, among the largest conglomerates in Bangladesh with interests in media, pharmaceuticals, aviation & textiles.
The Impress Group first moved beyond textile production and into television in the early 1980s under the tutelage of Faridur Reza Sagor, who had heretofore worked at state-run Bangladesh Television (BTV) on a freelance basis. The initial steps into television involved setting up Impress Telefilm, which produced small mini-series and one-off shows for BTV.
",2015-04-17 23:40:24,BD,1987812199,6320000,90457,2025-12-27 07:44:37.89163
UC8CfwveqA2mHijFwDx50diw,BalcevMMA_BOXING,"Если мы нарушили авторское право, то напишите пожалуйста нам в телеграмм https://t.me/BALMEEE или на почту ufc2269393@mail.ru и мы удалим ваше видео! Уведомление об авторских правах: В соответствии с разделом 107 Закона об авторском праве от 1976 года, этот материал используется в соответствии с положениями о ""добросовестном использовании"" для таких видов деятельности, как критика, комментарии, новостные репортажи, преподавание, стипендии и исследования

If we have violated copyright, please write to us via telegram https://t.me/BALMEEE or email ufc2269393@mail.ru and we will delete your video! We do not claim ownership of the material from which they are made.
Copyright Notice: In accordance with Section 107 of the Copyright Act of 1976, this material is used under the 'fair use' provision for activities such as criticism, commentary, news reporting, teaching, scholarship, and research.
",2018-03-16 15:06:48,RU,4382213727,2770000,1389,2025-12-27 07:44:37.891637
UC9m5CJHGT0FpNtQhzlUroeg,vs,"",2025-11-21 09:51:03.85807,US,168259,131,24,2025-12-27 07:44:37.89165
UC8dnBi4WUErqYQHZ4PfsLTg,Tv9 Kannada,"Tv9 Kannada is a 24 hours free to air News channel that bring the latest news and information to viewers. We understand that each event impacts world history and that the direction that society takes is influenced by the information that percolates down to people. It is this thought that has shaped our direction and content - direct, incisive and factual - reflecting the human angle and the focus being ""A Better Society"".
TV9 stands for a value system that includes truth, unbiased, impartiality and reliability TV9 is a pioneer in many respects. It is a channel promoted by professionals from the media and technology industries. TV9 seeks to integrate quality resources with the latest technologies to put together and deliver a thought-provoking experience - simple, crisp and bold, mirroring the world for its viewers.

",2010-03-18 10:56:47,IN,14917959234,12000000,491312,2025-12-27 07:44:37.891658
UCa50-6PNa1t4JJ1V9Y7RjJQ,Heena Girl,"Hyy Everyone👋

Welcome to Heena Girl 🌿✨
Your daily destination for beautiful and trendy Mehndi (Henna) designs.

On this channel, I upload daily Mehndi Shorts featuring:

📌Latest and trending mehndi designs

📌Easy & creative mehndi hacks

📌Modern, bridal, Arabic & festival mehndi ideas

📌Quick tips to improve mehndi skills


I am a mehndi lover, bringing you traditional vibes mixed with modern creativity.
Whether you are a beginner or a mehndi artist, this channel will inspire you every day.

like 👍🏻 Share, Subscribe🔔 and explore the art of mehndi with Heena Girl 💖
New shorts uploaded every day!",2025-12-12 08:46:43.317066,,36131,14,12,2025-12-27 07:44:37.891671
UCa0Gva4Y_TNixIilKd-Dl0g,超人不会飞,"Welcome to the Superman Can't Fly family comedy channel.
 This channel is the only authorized channel.
 Others are pirated.
 The Superman family brings you happiness every day.
 Remember to watch my videos on time.
..............................................................
欢迎来到《超人不会飞》家庭搞笑频道
此频道是唯一授权频道
其他均为盗版
超人一家人每天带给大家开心
记得准时收看我的影片
",2023-12-27 08:03:59.723028,HK,19764431387,23100000,4101,2025-12-27 07:44:37.891678
UC9aEQbCIoPwxRIAnkxLgYMw,dadlineSrunkli,"",2025-12-19 05:51:17.834,,12757,10,3,2025-12-27 07:44:37.89169
UC9oIcXOienVGOzgIQB28isA,it's Real,it's Real football 🤝,2025-06-17 15:27:50.176585,US,2054906,2770,30,2025-12-27 07:44:37.8917
UC8_hpCuR6P9t9Bqe8W1Sd9w,NEWS88 ODISHA,"

To stay Updated with odia news FOLLOW US.Thanks For Visiting Our Channel.

ଓଡ଼ିଶାର କୋଣ ଅନୁକୋଣର ଖବର ସବୁଠୁ ପ୍ରଥମେ ଦେଖିବା ପାଇଁ ଆମ CHANNEL NEWS88 ODISHA ସହ ଯୋଡ଼ି ରୁହନ୍ତୁ || ଆପଣଙ୍କ ଖବର ସବୁଠୁ ପ୍ରଥମେ ଆପଣ ଦେଖିପାରିବେ || ଧନ୍ଯବାଦ
Don't forget to like,share & Subscribe.

",2023-09-10 16:05:05.465709,IN,169338778,268000,7287,2025-12-27 07:44:37.891707
UC_9yG7uZFfhLHj_cfkbMcPQ,Four sword style,"",2025-06-27 16:11:20.146054,,102271166,16700,587,2025-12-27 07:44:37.891713
UC8YrbUAFAoTCsDZn0eum_fQ,𝙰𝚗𝚒𝚖𝚎𝚏𝚊𝚗7777,"WELCOME TO MY CHANNEL 😁❤️  my dream is to be a YouTuber and I want to make videos on Roblox but my phone is not good right now so in the future if I get a good phone I will definitely make good content or whatever we will see in the future bye everyone 😉❤️my dream 1k and 10k and 50k and 100k subscribers 🙌🏻😁 





















𝚐𝚊𝚖𝚋𝚊𝚛𝚎 𝚐𝚊𝚖𝚋𝚊𝚛𝚎🍷🗿🥂",2023-03-04 13:59:36.684909,,1329,44,21,2025-12-27 07:44:37.89172
UC8OahyCP-a0uIdlgrA1m6Qw,MR. Cool MAGIC 🪄,"Hi friends

Welcome to my Youtube channel 
 Mr. Cool  MAGIC . 

I upload hare magic shorts video. I hope you like my video and Subscribe free my channel.

magic
magic video
magic tricks
magic tutorial
magic short
magic shorts
viral magic
funny magic
magic tricks in hindi

#shorts
#viral
#magic
#magictrick
#magicvideo
#magicshorts
#funnymagic
#magictutorial
#simplemagic
#easymagic
#penmagic
#coinmagic
#notemagic
#cardmagic
#gllasmagic

Thank you😊🙏

Disclaimer-👇
Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.",2024-12-19 02:10:00.750993,,332320721,231000,435,2025-12-27 07:44:37.891727
UC9WxCW-z2LEsJbeO_oki4-Q,Cricket Facts021,"This is my cricket facts channel related to cricket videos please support and subscribe my channel 🙏🏻

Jai Shree Shyam 🙏🏻

For Business And Sponsorship Gmail ID 
Cricketfacts019@gmail.com",2025-05-25 14:05:06.531857,IN,41128377,34700,442,2025-12-27 07:44:37.891733
UC8YiYbknbEwrivaQV2dLuUQ,Kinethos Film,"Thank you for your continued care and support!

Have you ever been so moved by a movie scene that it stayed with you long after the credits rolled? That's exactly why we exist! Using Adobe After Effects(2022), we breathe new life into these iconic moments, revolutionizing their visual quality so every frame you cherish looks as crisp as the day it was filmed. This isn't just editing—it's a love letter to cinema!

All content on this channel is used under the Fair Use policy as outlined in Section 107 of the Copyright Act of 1976. It is used for purposes such as commentary, teaching, scholarship, or research. The materials included are transformed to provide original perspectives, add educational value, or entertain within the legal boundaries of Fair Use. If you believe any content infringes on your copyright, please contact me directly before taking any action. I am committed to resolving any issues promptly!
",2025-07-24 03:23:29.529481,US,328834999,67900,86,2025-12-27 07:44:37.89174
UC8lKgUHo-2mSR5cRRXO9xow,Siyatha News,"Siyatha Morning News - 6.00am |
Siyatha Midday News - 12 Noon | 
Siyatha Prime time News - 6.00pm | 
Siyatha Late night News - 9.35pm

Subscribe us today - 👉  https://bit.ly/2HgIdlj 👈﻿

👉 Website : www.siyathanews.lk
👉 Facebook: http://siyathanews.lk/facebook
👉 Instagram: https://www.instagram.com/siyathanews

👉 English: http://english.siyathanews.lk
👉 Facebook: http://facebook.com/siyathanewsenglish

Watch Siyatha TV News online on www.siyathatv.lk

#SiyathaNews #SriLanka #SiyathaTV

--------

® Property of Voice of Asia Network (Pvt) Ltd - The Largest Media Network in Sri Lanka 
www.voa.lk
",2017-07-13 07:59:26,LK,168348659,601000,24852,2025-12-27 07:44:37.891747
UC8yH-uI81UUtEMDsowQyx1g,SABC News,"SABC News, Africa's news leader at www.sabcnews.com is the online news portal of South Africa's public broadcaster. 
The South African Broadcasting Corporation has 18 radio stations and 3 television stations broadcasting in 11 languages, and a web presence on www.sabc.co.za. With its extensive coverage of local and international events on Radio and TV, the SABC News online service carries the best content gathered by SABC radio and TV news teams.",2012-02-29 11:19:30,ZA,1734145220,3190000,263834,2025-12-27 07:44:37.891804
UC-8X123VH7s8SFgt4kHsF7w,NarutoVerseIA,"Bem-vindo ao NarutoVerseIA 🤩🌟
Histórias épicas do universo NARUTO envolvendo personagens como SAKURA, SASUKE, LUFFY e muitos outros! 🦸🏻🔥

🎥 Conteúdo criativo, cheio de ação, nostalgia e emoção — vídeos novos toda semana!

🔔 Inscreva-se para mais conteúdos incríveis!

🎯 Meta do Canal:
🚀 -- 1k ✅
🚀 -- 5k ✅
🚀 -- 10k ✅
🚀 -- 25k ✅
🚀 -- 50k ✅
🚀 -- 75k ✅
🚀 -- 100k ✅

Obrigado pelo apoio ❤️
",2025-03-18 22:38:45.34681,BR,452795315,1820000,288,2025-12-27 07:44:37.891818
UC9gKf_QZ6ouawexY1qSEoig,kiranbnl,"🔥Название аниме в моем тгк! БЕЗ КОДОВ! Название тгк - kiranbnl
",2019-09-20 12:51:56,RU,217751399,76000,3773,2025-12-27 07:44:37.891825
UC9-G0cLoKGhqZptDpStWHew,Liven Family,Making magical memories🏰✨,2018-12-16 05:27:31,US,87383112,285000,1943,2025-12-27 07:44:37.891831
UC9IQhNgS43lmUdU-KdGyb0A,News18 Urdu,"News18 Urdu is an exclusive Urdu news channel on YouTube which streams news related to common topics such as war, government, politics, education, health, the environment, economy, business, and entertainment, as well as athletic events. It gives the complete coverage of the nation with special emphasis on Telangana & Jammu & Kashmir. 

The channel also has exclusive interviews & caters to a large section of Urdu speaking population in India and several countries by providing debates on culturally and socially relevant subjects, social dramas, news, religious and other infotainment programs.

Subscribe to our channel for the latest news updates: http://bit.ly/2QH4xqW
Follow Us: https://twitter.com/news18urdu?lang=en
Like Us: https://www.facebook.com/News18Urdu/
Our Website: http://urdu.news18.com/",2010-06-16 08:08:52,IN,1378951433,3480000,202084,2025-12-27 07:44:37.891838
